favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str 
3109,Twitter Web Client,....Dopey @krauthammer should be fired. @FoxNews,,False,Fri Aug 07 20:35:32 +0000 2015,1178,629752759009583104
64133,Twitter for iPhone,Melania and I wish all Jewish people Shana Tova and send our warmest greetings to those celebrating Rosh Hashanah a… https://t.co/YwbsnRGIwf,,False,Sun Sep 09 17:28:17 +0000 2018,14900,1038841536316944386
84604,Twitter for iPhone,The Fake News Media is desperate to distract from the economy and record setting economic numbers and so they keep… https://t.co/oYffJ8CUtf,,False,Mon Jun 04 20:41:55 +0000 2018,18631,1003738642903420928
2465,Twitter for Android,Jusr watched  #HarveyPitt on @TeamCavuto - he was great!,,False,Fri Jan 15 21:06:40 +0000 2016,620,688105040104435712
7897,Twitter for iPhone,"Women defy media narrative, love Trump at packed Michigan rally.
VIDEO: https://t.co/yreUny7shA https://t.co/dE9odwIRQi",,False,Tue Dec 22 22:13:13 +0000 2015,3736,679424477550272512
558,Twitter Web Client,"""@DanScavino @realDonaldTrump hosts events around the #USA 4our #Veterans. Long before a presidential run. He loves our military.""",,False,Mon Jul 20 15:24:52 +0000 2015,289,623151595333779456
3240,Twitter for Android,"""@SarahPalinUSA: From St. Patrick's Cathedral, NYC: blessings, prayers and heartfelt concern for those in Paris.",,False,Mon Nov 16 02:26:16 +0000 2015,1124,666079811257913345
5209,Twitter for Android,"""@ThtsWhtKelSaid: I'm fed up w/ DC playing 3 card Monty w/ our tax $'s. It's time we the people play the Trump card, &amp; take back our country",,False,Sat Feb 13 19:22:39 +0000 2016,1754,698588112994353152
78224,Twitter for iPhone,"Billions of additional dollars are being spent by NATO countries since my visit last year, at my request, but it is… https://t.co/rrj6jUggJd",,False,Wed Jul 11 23:33:33 +0000 2018,17640,1017190186269184001
67304,Twitter for iPhone,I will be doing a news conference at The White House - 11:30 A.M. Will be discussing our success in the Midterms!,,False,Wed Nov 07 12:36:28 +0000 2018,12965,1060148982968733696
71211,Twitter for Android,"Thank you to Eli Lake of The Bloomberg View - ""The NSA &amp; FBI...should not interfere in our politics...and is"" Very serious situation for USA",,False,Wed Feb 15 12:28:37 +0000 2017,14694,831842652085686273
212109,Twitter for iPhone,California has been forced to cancel the massive bullet train project after having spent and wasted many billions o… https://t.co/zQ6MPgxXv5,,False,Thu Feb 14 01:29:43 +0000 2019,52149,1095857587344551936
108567,Twitter for iPhone,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,,False,Fri Jul 07 07:40:42 +0000 2017,30466,883229270943911936
87271,Twitter for iPhone,WITCH HUNT!,,False,Tue Feb 27 12:49:41 +0000 2018,21367,968468176639004672
136916,Twitter for iPhone,Kanye West has performed a great service to the Black Community - Big things are happening and eyes are being opene… https://t.co/DFbFcLSqsl,,False,Fri Apr 27 13:11:14 +0000 2018,31004,989854486310113282
2478,Twitter for Android,"The @washingtonpost, which loses a fortune, is owned by  @JeffBezos for purposes of keeping taxes down at his no profit company, @amazon.",,False,Mon Dec 07 15:08:20 +0000 2015,1372,673881733415178240
40393,Twitter for iPhone,Great Strategic &amp; Policy CEO Forum today with my Cabinet Secretaries and top CEO's from around the United States.… https://t.co/pmGIL08OpP,,False,Tue Apr 11 20:27:35 +0000 2017,7818,851894518014238720
9452,Twitter for iPhone,"Politicians are trying to chip away at the 2nd Amendment. I won’t let them take away our guns! #Trump2016
Watch: https://t.co/zl4sMjmOUc",,False,Thu Feb 04 14:26:49 +0000 2016,3988,695252170535477249
3863,Twitter for iPhone,"#MakeAmericaGreatAgain #Trump2016 
Story: https://t.co/PBOKbGIaVB https://t.co/wm9Y7E9RzB",,False,Sat Dec 26 17:47:03 +0000 2015,1389,680807045562515456
1610,Twitter Web Client,"""@Britinnv @realDonaldTrump Would the people of US prefer a liar @HillaryClinton or a man that speaks the truth and facts!! No Brainer hey!""",,False,Tue Jul 14 16:57:11 +0000 2015,779,621000497974149120
78873,Twitter for iPhone,I will be making a major statement from the @WhiteHouse upon my return to D.C. Time and date to be set.,,False,Tue Nov 14 06:23:12 +0000 2017,17491,930320191699017730
77962,Twitter for iPhone,...There is also something appropriate about keeping him in the home of the horrible crime he committed. Should move fast. DEATH PENALTY!,,False,Thu Nov 02 11:54:36 +0000 2017,15173,926054936718307328
1605,Twitter for Android,I will be interviewed on Face The Nation @CBSNews at 10:30 A.M. Should be interesting - ENJOY!,,False,Sun Dec 06 14:39:17 +0000 2015,574,673512038522626048
85031,Twitter for iPhone,“Fact checkers have become Fake News.” @JesseBWatters   So True!,,False,Mon Feb 11 12:41:49 +0000 2019,17390,1094939561485062146
10600,Twitter for iPhone,"I am on @FoxNewsSunday with Chris Wallace- his 20th year anniversary with #FNS, throughout the day. Enjoy! https://t.co/hDzdDpZiRx",,False,Sun May 01 16:29:26 +0000 2016,2712,726810772555350016
5354,Twitter QandA,.@HighSock_Sunday #asktrump http://t.co/qVakUzXZAb,HighSock_Sunday,False,Mon Sep 21 17:22:49 +0000 2015,4812,646011711716216832
928,Twitter Web Client,"""@WILDMANBS It says a lot about @NBC when they fire @realDonaldTrump but keep Brian Williams and @TheRevAl on the payroll. #tcot""",,False,Tue Jun 30 13:45:15 +0000 2015,648,615878768272502784
10575,Twitter for iPhone,"Thank you Miss Katie's Diner!
#MakeAmericaGreatAgain #Trump2016
https://t.co/oYpUYJmpKI https://t.co/uTSIiVqPkT",,False,Sun Apr 03 18:05:32 +0000 2016,3623,716688097237458945
44435,Twitter for iPhone,Thank you! https://t.co/EQMwv1XbiM,,False,Wed Nov 15 10:58:18 +0000 2017,9521,930751807101562881
21036,Twitter for iPhone,"Wow! I hear you Warren, Michigan. Streaming live - join us America. It is time to DRAIN THE SWAMP!
Watch: https://t.co/pjXELwc5E1",,False,Mon Oct 31 20:49:56 +0000 2016,7617,793193310219272198
416,Twitter Web Client,"""@KosloffM  I really admire your straight talk and not bowing down to the drive by media and special interest groups say what you mean"" Thx",,False,Thu Jul 02 19:26:59 +0000 2015,176,616689542607839232
82865,Twitter for iPhone,I never said “give teachers guns” like was stated on Fake News @CNN &amp; @NBC. What I said was to look at the possibil… https://t.co/Tvi4fzLbCA,,False,Thu Feb 22 12:26:28 +0000 2018,20308,966650397002813440
93982,Twitter for Android,"The media and establishment want me out of the race so badly -  I WILL NEVER DROP OUT OF THE RACE, WILL NEVER LET MY SUPPORTERS DOWN! #MAGA",,False,Sat Oct 08 19:40:48 +0000 2016,36195,784840992734064641
83474,Twitter for iPhone,From day one Rick Scott never wavered. He was a great Governor and will be even a greater Senator in representing t… https://t.co/RMgWOQR2uN,,False,Sun Nov 18 19:59:41 +0000 2018,17642,1064246787161145346
58654,Twitter for iPhone,"The recent Kansas election (Congress) was a really big media event, until the Republicans won. Now they play the same game with Georgia-BAD!",,False,Mon Apr 17 00:45:01 +0000 2017,11493,853771244579282944
9543,Twitter for iPhone,"Check it out - 2nd video on Lying Crooked Hillary is now online! Watch it here: 
https://t.co/5mtwkOvQnd 
#CrookedHillary #Trump2016",,False,Tue Jun 28 19:30:35 +0000 2016,4509,747874856130183168
57032,Twitter for iPhone,https://t.co/k2bOxapRtR,,False,Mon Oct 08 23:43:34 +0000 2018,14298,1049445228694962176
83601,Twitter for iPhone,"Thank you @FoxNews ""Huge win for President Trump and GOP in Georgia Congressional Special Election.""",,False,Wed Jun 21 02:33:40 +0000 2017,16495,877353797760286720
142415,Twitter for iPhone,"Wow, so many lies by now disgraced acting FBI Director Andrew McCabe. He was fired for lying, and now his story get… https://t.co/7YgfLI8d9b",,False,Mon Feb 18 12:15:27 +0000 2019,35651,1097469642048716801
53141,Twitter for iPhone,"In all fairness to Anthony Scaramucci, he wanted to endorse me 1st, before the Republican Primaries started, but didn't think I was running!",,False,Sat Jul 22 12:10:41 +0000 2017,9952,888733031875346432
876,Twitter for Android,"""@TSettles14: I'd be proud to say the first President I voted for was @realDonaldTrump #MakeAmericaGreatAgain""",,False,Tue Aug 04 23:19:57 +0000 2015,283,628706972897050624
157250,Twitter for iPhone,AMERICA FIRST!,,False,Fri Jan 18 16:00:07 +0000 2019,35280,1086292156673900544
2465,Twitter for Android,"""@marie7777777777: @realDonaldTrump we love u to Trump Family. God bless you.""",,False,Fri Jan 01 23:02:05 +0000 2016,582,683060654098530305
10475,Twitter for iPhone,"My new radio ad, airing today in Wisconsin! See you soon!
#WIPrimary #Trump2016 
https://t.co/iEbcYqyk3i",,False,Fri Apr 01 19:12:58 +0000 2016,4377,715980291672829953
2727,Twitter for iPhone,At the Old Post Office- http://t.co/8Rs1fbcAIz,,False,Fri Sep 25 18:36:19 +0000 2015,1269,647479763280527360
1437,Twitter for Android,"""@Jamgrigs: @realDonaldTrump Trump keep fighting the fight for America, we got your back. The future is looking bright. THE TRUMP REVOLUTION",,False,Sat Oct 10 02:19:04 +0000 2015,684,652669645158264832
93072,Twitter for iPhone,"....Kelly has done an outstanding job representing our Nation and I have no doubt that, under her leadership, our C… https://t.co/EWkXuZ9KIs",realDonaldTrump,False,Fri Feb 22 23:02:53 +0000 2019,14826,1099082126354509826
514,Twitter for Android,"""@Knight276: @realDonaldTrump @kpdelbridge @seanhannity I'm a veteran. I'm not offended by Trump""",,False,Tue Jul 21 05:50:37 +0000 2015,210,623369466076905472
56222,Twitter for iPhone,Just left Florida for D.C. The people and spirit in THAT GREAT STATE is unbelievable. Damage horrific but will be better than ever!,,False,Thu Sep 14 19:04:22 +0000 2017,9116,908406085308096512
127478,Twitter for iPhone,Many people booed the players who kneeled yesterday (which was a small percentage of total). These are fans who demand respect for our Flag!,,False,Mon Sep 25 11:31:43 +0000 2017,21889,912278438127525888
76443,Twitter for iPhone,Our fallen heroes have not only written our history they have shaped our destiny. They saved the lives of the men a… https://t.co/MYpuwlJBB8,,False,Mon May 28 17:19:33 +0000 2018,16189,1001151001699803138
57447,Twitter for iPhone,“This is the best time EVER to look for a job.” James Freeman of WSJ.,,False,Mon Jun 04 12:20:31 +0000 2018,11318,1003612459855466497
58585,Twitter for iPhone,#NeverForget  #September11th https://t.co/ExGrrVtrEf,,False,Tue Sep 11 11:12:31 +0000 2018,15347,1039471746120908801
3599,Twitter for iPhone,"A wonderful afternoon in Iowa! Great people! Heading now to Florida - tomorrow, South Carolina! #MakeAmericaGreatAgain #Trump2016",,False,Fri Nov 20 02:54:44 +0000 2015,1057,667536527141027840
106048,Twitter for iPhone,"Without a Wall our Country can never have Border or National Security. With a powerful Wall or Steel Barrier, Crime… https://t.co/Kp7JYQsVPi",,False,Tue Jan 22 12:48:22 +0000 2019,24475,1087693453394432001
3004,Twitter for Android,"I will be interviewed on the @TODAYshow at 7:00 A.M. Talking about the state of the race for president, and more. Enjoy!",,False,Tue Dec 29 11:45:50 +0000 2015,682,681803307929710592
84636,Twitter for iPhone,I am pleased to inform you that I have just named General/Secretary John F Kelly as White House Chief of Staff. He is a Great American....,,False,Fri Jul 28 20:49:51 +0000 2017,21731,891038014314598400
125271,Twitter for iPhone,"So much Fake News. Never been more voluminous or more inaccurate. But through it all, our country is doing great!",,False,Mon Mar 26 12:38:55 +0000 2018,24781,978249938743234560
80823,Twitter for iPhone,"So why aren't the Committees and investigators, and of course our beleaguered A.G., looking into Crooked Hillarys crimes &amp; Russia relations?",,False,Mon Jul 24 12:49:38 +0000 2017,22583,889467610332528641
131076,Twitter for iPhone,"....Border is eventually going to be militarized and defended or the United States, as we have known it, is going t… https://t.co/PSdYpgClqn",,False,Mon Jan 14 03:18:31 +0000 2019,32600,1084650944846012417
23596,Twitter for iPhone,I am truly honored and grateful for receiving SO much support from our American heroes...https://t.co/S9bvbysiOr https://t.co/JJQncd3zhf,,False,Fri Sep 16 17:58:14 +0000 2016,9190,776842647294009344
6328,Twitter Web Client,"So sad that Obama rejected Keystone Pipeline. Thousands of jobs, good for the environment, no downside!",,False,Fri Nov 06 19:47:32 +0000 2015,5116,662717972981551104
19871,Twitter for iPhone,"Thank you Las Vegas, Nevada- I love you! Departing for Greeley, Colorado now. Get out &amp; VOTE! #ICYMI- watch here:… https://t.co/uIloPRtEn9",,False,Sun Oct 30 19:05:31 +0000 2016,7477,792804645542305792
84454,Twitter for iPhone,"Wow, Nellie Ohr, Bruce Ohr’s wife, is a Russia expert who is fluent in Russian. She worked for Fusion GPS where she… https://t.co/rTaCZtOQaC",,False,Thu Aug 30 12:54:13 +0000 2018,25009,1035148684432953346
62439,Twitter for iPhone,HAPPY 100TH BIRTHDAY to our amazing current and former Army Warrant Officers. Thank you for your century of service… https://t.co/evmgK6cSId,,False,Mon Jul 09 22:22:40 +0000 2018,13109,1016447571563249666
83232,Twitter for iPhone,"All of the fools that are so focused on looking only at Russia should start also looking in another direction, Chin… https://t.co/bjLQzomQgE",,False,Sat Aug 18 11:46:14 +0000 2018,19230,1030782921500766209
83894,Twitter for Android,"The @nytimes states today that DJT believes ""more countries should acquire nuclear weapons."" How dishonest are they. I never said this!",,False,Sun Nov 13 16:03:21 +0000 2016,25907,797832229800050688
107147,Twitter for iPhone,"The Democrats are making a strong push to abolish ICE, one of the smartest, toughest and most spirited law enforcem… https://t.co/WbFYrPzRLk",,False,Sat Jun 30 11:07:30 +0000 2018,25263,1013016168377081856
9705,Twitter for Android,Will be interviewed on @foxandfriends at 8:30 A.M. Eastern. ENJOY!,,False,Mon Aug 22 12:31:39 +0000 2016,2043,767700760113086465
558,Twitter for Android,"""@dc1a7ce3d7f7402: @michaeljohns @realDonaldTrump veterans for Trump 2016""",,False,Tue Jul 28 04:06:25 +0000 2015,212,625879958628474880
13843,Twitter for iPhone,"Thank you Senator David Perdue!
https://t.co/d0dCUZ20jf https://t.co/LmfiGByFPb",,False,Mon Aug 08 22:24:09 +0000 2016,5522,762776440681095169
67893,Twitter for iPhone,Getting ready to leave for Europe. First meeting - NATO. The U.S. is spending many times more than any other countr… https://t.co/HrQyHhe5kg,,False,Tue Jul 10 09:35:05 +0000 2018,14347,1016616792926703616
30656,Twitter Web Client,"Bernie Sanders has been treated terribly by the Democrats—both with delegates &amp; otherwise. He should show them, &amp; run as an Independent.",,False,Thu May 05 19:30:32 +0000 2016,10680,728305900415533056
33921,Twitter for iPhone,“President Donald J. Trump Approves Florida Emergency Declaration” https://t.co/TnTDCvs41W,,False,Tue Oct 09 19:08:57 +0000 2018,7326,1049738503389675521
3671,Twitter for Android,Will be on @ABC News tonight at 6:30. Interviewed by the legendary @BarbaraJWalters! Enjoy,,False,Tue Dec 08 23:14:19 +0000 2015,1013,674366424467533825
8491,Twitter for iPhone,"Houston, TX:
https://t.co/nvHRnfi2N7

Las Vegas, NV
https://t.co/ksU8AGrFBS

Phoenix, AZ:
https://t.co/PVB6QX7VpK https://t.co/2ToWwthEeF",,False,Thu Jun 16 20:38:38 +0000 2016,3101,743543327467810817
337,Twitter for Android,"""@1Barbara1: @realDonaldTrump @SteveMarz1 @Felix_Clay @kpdelbridge @seanhannity Vietnam Veterans Against McCain-https://t.co/Ap8l0JHZML""",,False,Tue Jul 21 05:59:49 +0000 2015,204,623371784151269379
23320,Twitter for iPhone,#CrookedHillary #PayToPlay https://t.co/BT1Nv0ZMYg,,False,Sun Oct 23 19:08:42 +0000 2016,14645,790268732354461696
1793,Twitter for Android,"""@Hanan_Khan2: @realDonaldTrump I am a lifelong democrat. And I will be voting trump!!!! #democratsfortrump""  Great!",,False,Thu Nov 05 09:09:49 +0000 2015,820,662195101725278208
6003,Twitter for Android,"Oh no, just reported that Ted Cruz didn't report another loan, this one from Citi. Wow, no wonder banks do so well in the U.S. Senate.",,False,Sat Jan 16 12:17:32 +0000 2016,2515,688334268804804608
1377,Twitter for Android,"""@BornToBeGOP: @realDonaldTrump You want them here legally and they want to be here legally!""",,False,Sat Nov 07 19:41:05 +0000 2015,590,663078738511441920
62113,Twitter for Android,"How did NBC get ""an exclusive look into the top secret report he (Obama) was presented?"" Who gave them this report and why? Politics!",,False,Fri Jan 06 00:24:34 +0000 2017,18584,817164923843280896
98122,Twitter for iPhone,"We are fighting for our farmers, for our country, and for our GREAT AMERICAN FLAG. We want our flag respected - and… https://t.co/f8u0wFpaHI",,False,Mon Jan 08 23:19:47 +0000 2018,19872,950507353094356993
51594,Twitter for iPhone,THANK YOU to the amazing staff and their families of the United States Embassy in the Philippines. Keep up the GREA… https://t.co/qL8BBq3GOs,,False,Tue Nov 14 09:11:51 +0000 2017,9384,930362633852735488
40815,Twitter Media Studio,https://t.co/8lI2lomGkh,,False,Sat Jun 02 16:28:53 +0000 2018,11289,1002950189668360192
147,Twitter Web Client,"""@tryeye @realDonaldTrump Very strong start, Mr. President!"" Thanks.",,False,Wed Jun 24 15:20:52 +0000 2015,34,613728505789042688
110926,Twitter for iPhone,I am glad that my friend @EmmanuelMacron and the protestors in Paris have agreed with the conclusion I reached two… https://t.co/YcxKsnDGwt,,False,Tue Dec 04 22:56:00 +0000 2018,28299,1070089365995642881
129942,Twitter for Android,Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!,,False,Sun Feb 12 22:19:05 +0000 2017,22863,830904083519242241
233475,Twitter for Android,"Everybody is arguing whether or not it is a BAN. Call it what you want, it is about keeping bad people (with bad intentions) out of country!",,False,Wed Feb 01 12:50:16 +0000 2017,54731,826774668245946368
15216,Twitter for iPhone,"I am always on the front page of the failing @nytimes, but when I won the GOP nomination, I'm in the back of the paper. Very dishonest!",,False,Sat May 28 20:28:48 +0000 2016,4669,736655485814857728
4885,Twitter for iPhone,Watch @IvankaTrump show you how easy it is to #CaucusForTrump in Iowa! #IACaucus Video: https://t.co/Bf4J2OBtUU https://t.co/4Ma5JSkFu7,,False,Sun Jan 31 18:40:42 +0000 2016,2158,693866510578651138
5430,Twitter for Android,Television ratings for @nbcsnl Saturday Night Live just came out and they were great - the best since 2011. Very few protesters!,,False,Sun Nov 08 15:57:36 +0000 2015,1957,663384887521624064
857,Twitter for Android,"""@TrumpsMyHomeboy: @realDonaldTrump @Robostop10 @politico The #MSM straw man candidate is falling apart!👊🏽""",,False,Fri Nov 06 17:52:18 +0000 2015,387,662688974872424448
101292,Twitter for iPhone,"Wacky Congresswoman Wilson is the gift that keeps on giving for the Republican Party, a disaster for Dems. You watch her in action &amp; vote R!",,False,Sun Oct 22 12:02:31 +0000 2017,21125,922070659093671936
73168,Twitter for iPhone,"“Michael Cohen asks judge for no Prison Time.” You mean he can do all of the TERRIBLE, unrelated to Trump, things h… https://t.co/6ayRgbMeLe",,False,Mon Dec 03 15:24:37 +0000 2018,17702,1069613383622803456
18449,Twitter for iPhone,My thoughts and prayers go out to the @PhillyPolice &amp; @Penn police officers- in Philadelphia. https://t.co/eyC3W1mweY,,False,Sat Sep 17 05:25:48 +0000 2016,7389,777015676586172417
16301,Twitter for iPhone,"Join me in Florida tomorrow!

MIAMI•12pm
https://t.co/A3X71Q6sG2

ORLANDO•4pm
https://t.co/6BqTVoty5C

PENSACOLA•7p… https://t.co/kEQuuJeO1B",,False,Wed Nov 02 03:43:15 +0000 2016,7460,793659710054498304
3813,Twitter for iPhone,"#Trump2016 #IACaucus Finder:
https://t.co/ANvTcZ8EpQ https://t.co/gicaoEOFCC",,False,Thu Jan 28 22:45:25 +0000 2016,1333,692840931259625472
31106,Twitter for Android,"This story is not about Mr. Khan, who is all over the place doing interviews, but rather RADICAL ISLAMIC TERRORISM and the U.S. Get smart!",,False,Mon Aug 01 11:27:43 +0000 2016,11008,760074526059270144
55020,Twitter for iPhone,"This afternoon, it was my great honor to present @USMC Sergeant Major John Canley the Medal of Honor in the East Ro… https://t.co/dUui8X4obD",,False,Wed Oct 17 22:03:52 +0000 2018,11269,1052681628240281600
10983,Twitter for iPhone,"I will make our Military so big, powerful &amp; strong that no one will mess with us. #Trump2016 https://t.co/fxgCl9J1Wf https://t.co/PJECpbmkSE",,False,Sun Jan 24 15:08:34 +0000 2016,4099,691276412666261504
61085,Twitter for iPhone,"Will be landing soon. Looking forward to seeing our next Senator from Montana, Matt Rosendale. He will represent ou… https://t.co/Nek1RM5sax",,False,Fri Oct 19 00:04:52 +0000 2018,13061,1053074465150578688
105551,Twitter for iPhone,"On behalf of the American people, THANK YOU to our incredible law enforcement officers. As President of the United… https://t.co/280ORusJ3N",,False,Tue Jan 09 17:11:23 +0000 2018,24381,950777029816963072
32830,Twitter for iPhone,"A great night in Fayetteville, North Carolina. Thank you! #ICYMI watch here: https://t.co/ZAuTgxKPpb https://t.co/EF9xRWmciA",,False,Wed Dec 07 03:33:20 +0000 2016,6856,806340792247795715
1372,Twitter for Android,"""@EdwardChelednik: @realDonaldTrump @FoxNews Hey Donald your not alone. I can't watch it at all. Used to be all i watched.",,False,Tue Sep 22 12:11:09 +0000 2015,763,646295669263728640
100201,Twitter for iPhone,....If a potential “sicko shooter” knows that a school has a large number of very weapons talented teachers (and ot… https://t.co/NTnUcZxrle,,False,Thu Feb 22 13:05:18 +0000 2018,23310,966660169194229761
52611,Twitter for Android,"Crooked Hillary should not be allowed to run for president. She deleted 33,000 e-mails AFTER getting a subpoena from U.S. Congress. RIGGED!",,False,Tue Nov 01 12:01:11 +0000 2016,21097,793422633111023616
12048,Twitter for Android,"So funny, Jeb Bush called me a ""highly gifted politician and a great entertainer"" - I assume that is a compliment!",,False,Wed Feb 10 15:22:51 +0000 2016,3260,697440600535203842
4188,Twitter for iPhone,"Join us tomorrow night in Charleston, South Carolina! #SCPrimary #Trump2016 https://t.co/VauoRmgcVz",,False,Thu Feb 18 20:14:22 +0000 2016,2280,700413065595113473
1617,Twitter for Android,"""@JezzaK: If the Trump Hotel Honolulu is any reflection how you would be as President then I think the U.S will be in good hands"" Thank you!",,False,Tue Nov 10 14:28:15 +0000 2015,667,664087174149746688
7009,Twitter for Android,Spent the full day at meetings and a major rally yesterday in South Carolina. Great people and spirit. Today will be more of the same.,,False,Tue Feb 16 10:52:09 +0000 2016,1843,699546805143523328
190,Twitter for Android,"""@JimStaricha: @eastevens54 @cvpayne @tonykatz @realDonaldTrump Watch what he said, yes maybe a bit kinder, but a fact is a fact.""",,False,Thu Jul 02 13:03:20 +0000 2015,69,616592995471728640
88771,Twitter for iPhone,The Senate Democrats have only confirmed 48 of 197 Presidential Nominees. They  can't win so all they do is slow things down &amp; obstruct!,,False,Tue Jul 11 10:59:58 +0000 2017,25279,884728971530829824
2280,Twitter for Android,"""@ClassySnobbb: @realDonaldTrump @FoxNews I'm reading #CrippledAmerica! Best book ever. Thank you!",,False,Fri Dec 25 20:49:55 +0000 2015,575,680490678594482176
69495,Twitter for iPhone,"The United States is spending far more on NATO than any other Country. This is not fair, nor is it acceptable. Whil… https://t.co/eihCHEL3S0",,False,Mon Jul 09 11:55:01 +0000 2018,16179,1016289620596789248
298,Twitter for Android,"""@spankemewanke18: #MakeAmericaGreatAgain @realDonaldTrump #2016""",,False,Sun Jul 05 02:43:32 +0000 2015,143,617524182394531841
91232,Twitter for Android,"Serious voter fraud in Virginia, New Hampshire and California - so why isn't the media reporting on this? Serious bias - big problem!",,False,Mon Nov 28 00:31:54 +0000 2016,27607,803033642545115140
45765,Twitter for iPhone,https://t.co/flKQuv9MnX,,False,Tue Oct 23 01:23:33 +0000 2018,11843,1054543818249388034
464,Twitter for Android,"""@realmarkjackson:Trump has them on the run and they are scared as hell that finally the pyramid scheme is about to be exposed. #truthhurts""",,False,Sat Jul 04 22:56:42 +0000 2015,241,617467097208242176
1075,Twitter Web Client,"""EXCLUSIVE — DONALD TRUMP ON THE GOP PRIMARY: ‘IF I WIN, I WILL BEAT HILLARY’"" http://t.co/wlz13nYels via @BreitbartNews by Katie McHugh",,False,Thu Jul 09 21:14:43 +0000 2015,545,619253372428791808
9018,Twitter for iPhone,Thank you Kansas! Thousands of people inside- and thousands outside who couldn't get into the hall. Really amazing! #CaucusForTrump,,False,Sat Mar 05 16:19:30 +0000 2016,2048,706152166205992960
104740,Twitter for iPhone,"Crooked Hillary Clinton now blames everybody but herself, refuses to say she was a terrible candidate. Hits Facebook &amp; even Dems &amp; DNC.",,False,Thu Jun 01 00:40:01 +0000 2017,26040,870077441401905152
50218,Twitter for iPhone,There is no one better to represent the people of N.Y. and Staten Island (a place I know very well) than… https://t.co/bE5iSiBkYA,,False,Wed May 30 23:46:15 +0000 2018,11619,1001973090107248641
85566,Twitter for iPhone,"Wonderful coordination between Federal, State and Local Governments in the Great State of Texas - TEAMWORK! Record setting rainfall.",,False,Sat Aug 26 22:57:22 +0000 2017,16533,901579350662938624
192231,Twitter for iPhone,"The issue of kneeling has nothing to do with race. It is about respect for our Country, Flag and National Anthem. NFL must respect this!",,False,Mon Sep 25 11:39:03 +0000 2017,50473,912280282224525312
82074,Twitter for iPhone,"General Motors is very counter to what other auto, and other, companies are doing. Big Steel is opening and renovat… https://t.co/1OjrTkkFoS",,False,Thu Nov 29 11:37:14 +0000 2018,18262,1068106609644183554
60564,Twitter for iPhone,A great guy (with great ratings)! https://t.co/S0S6xqrjSC,,False,Fri Nov 24 04:42:17 +0000 2017,10692,933918671503753216
6279,Twitter for Android,I truly LOVE all of the millions of people who are sticking with me despite so many media lies. There is a great SILENT MAJORITY looming!,,False,Wed Jul 29 13:58:36 +0000 2015,2326,626391374263357440
7449,Twitter for Android,I am at Trump National Doral-best resort in U.S. Rory and Adam Scott are doing great! Watch on NBC at 3:00 P.M.  MAKE AMERICA GREAT AGAIN!,,False,Sun Mar 06 18:15:29 +0000 2016,1922,706543741088067584
87272,Twitter for iPhone,A big National Emergency vote today by The United States Senate on Border Security &amp; the Wall (which is already und… https://t.co/0D9N0UFaIk,,False,Thu Mar 14 10:44:56 +0000 2019,20530,1106144173458161664
11563,Twitter for iPhone,Kasich has helped decimate the coal and steel industries in Ohio. I will bring them back! #MakeAmericaGreatAgain,,False,Mon Mar 14 16:59:52 +0000 2016,5193,709423812681531392
19775,Twitter for Android,A great day in New Hampshire and Maine. Fantastic crowds and energy! #MAGA,,False,Sun Oct 16 00:03:06 +0000 2016,7558,787443714239164416
80140,Twitter for iPhone,"Network news has become so partisan, distorted and fake that licenses must be challenged and, if appropriate, revoked. Not fair to public!",,False,Thu Oct 12 00:09:42 +0000 2017,17817,918267396493922304
1013,Twitter for Android,"""@soz58: @realDonaldTrump @BOB_EWASHINGTON @club4growth it's good to show the public such things,a lot of nerve to ask for a million dollars",,False,Mon Sep 07 00:50:16 +0000 2015,592,640688501411971072
62244,Twitter Ads,I am deeply committed to preserving our strong relationship &amp; to strengthening America's long-standing support for… https://t.co/GxrOR3ALCE,,False,Wed Apr 05 21:18:08 +0000 2017,11882,849732911377117185
50558,Twitter for iPad,...in order to put any and all conspiracy theories to rest.,realDonaldTrump,False,Sat Oct 28 21:10:36 +0000 2017,9556,924382919845666816
3029,Twitter for iPhone,"I am greatly honored by the results of the CNN poll in Iowa. In the end, I believe the final results will be even better than that!",,False,Mon Dec 07 21:42:05 +0000 2015,950,673980823993978880
17012,Twitter for iPhone,Thank you American Legion Post 610- for hosting @Mike_Pence &amp; I for a roundtable with labor leaders. #LaborDay #MAGA https://t.co/r0cwJlV38L,,False,Mon Sep 05 16:55:19 +0000 2016,5346,772840545668493312
10017,Twitter for Android,"It's really cold outside, they are calling it a major freeze, weeks ahead of normal. Man, we could use a big fat dose of global warming!",,False,Mon Oct 19 13:30:30 +0000 2015,6855,656100109386674176
116694,Twitter for iPhone,"Mitch, use the Nuclear Option and get it done! Our Country is counting on you!",,False,Fri Dec 21 13:02:35 +0000 2018,27558,1076100620581511170
75487,Twitter for iPhone,The denuclearization deal with North Korea is being praised and celebrated all over Asia. They are so happy! Over h… https://t.co/ItgX9x2DOh,,False,Sun Jun 17 13:01:06 +0000 2018,17207,1008333717545410560
